"","X1","codeAndCountry","serieCode","country","serieName","year","indicator"
"12622",229333,"5.1 - Solomon Islands - 229333","5.1","Solomon Islands","5.1 - Improve maternal health","1989",NA
"13344",229333,"5.1 - Solomon Islands - 229333","5.1","Solomon Islands","5.1 - Improve maternal health","1990",NA
"14066",229333,"5.1 - Solomon Islands - 229333","5.1","Solomon Islands","5.1 - Improve maternal health","1991",NA
"14788",229333,"5.1 - Solomon Islands - 229333","5.1","Solomon Islands","5.1 - Improve maternal health","1992",NA
"15510",229333,"5.1 - Solomon Islands - 229333","5.1","Solomon Islands","5.1 - Improve maternal health","1993",NA
"16232",229333,"5.1 - Solomon Islands - 229333","5.1","Solomon Islands","5.1 - Improve maternal health","1994",NA
"16954",229333,"5.1 - Solomon Islands - 229333","5.1","Solomon Islands","5.1 - Improve maternal health","1995",NA
"17676",229333,"5.1 - Solomon Islands - 229333","5.1","Solomon Islands","5.1 - Improve maternal health","1996",NA
"18398",229333,"5.1 - Solomon Islands - 229333","5.1","Solomon Islands","5.1 - Improve maternal health","1997",NA
"19120",229333,"5.1 - Solomon Islands - 229333","5.1","Solomon Islands","5.1 - Improve maternal health","1998",NA
"19842",229333,"5.1 - Solomon Islands - 229333","5.1","Solomon Islands","5.1 - Improve maternal health","1999",0.00135
"20564",229333,"5.1 - Solomon Islands - 229333","5.1","Solomon Islands","5.1 - Improve maternal health","2000",NA
"21286",229333,"5.1 - Solomon Islands - 229333","5.1","Solomon Islands","5.1 - Improve maternal health","2001",NA
"22008",229333,"5.1 - Solomon Islands - 229333","5.1","Solomon Islands","5.1 - Improve maternal health","2002",NA
"22730",229333,"5.1 - Solomon Islands - 229333","5.1","Solomon Islands","5.1 - Improve maternal health","2003",NA
"23452",229333,"5.1 - Solomon Islands - 229333","5.1","Solomon Islands","5.1 - Improve maternal health","2004",NA
"24174",229333,"5.1 - Solomon Islands - 229333","5.1","Solomon Islands","5.1 - Improve maternal health","2005",NA
"24896",229333,"5.1 - Solomon Islands - 229333","5.1","Solomon Islands","5.1 - Improve maternal health","2006",NA
"25618",229333,"5.1 - Solomon Islands - 229333","5.1","Solomon Islands","5.1 - Improve maternal health","2007",NA
"344",232007,"5.1 - South Africa - 232007","5.1","South Africa","5.1 - Improve maternal health","1972",NA
"1066",232007,"5.1 - South Africa - 232007","5.1","South Africa","5.1 - Improve maternal health","1973",NA
"1788",232007,"5.1 - South Africa - 232007","5.1","South Africa","5.1 - Improve maternal health","1974",NA
"2510",232007,"5.1 - South Africa - 232007","5.1","South Africa","5.1 - Improve maternal health","1975",NA
"3232",232007,"5.1 - South Africa - 232007","5.1","South Africa","5.1 - Improve maternal health","1976",NA
"3954",232007,"5.1 - South Africa - 232007","5.1","South Africa","5.1 - Improve maternal health","1977",NA
"4676",232007,"5.1 - South Africa - 232007","5.1","South Africa","5.1 - Improve maternal health","1978",NA
"5398",232007,"5.1 - South Africa - 232007","5.1","South Africa","5.1 - Improve maternal health","1979",NA
"6120",232007,"5.1 - South Africa - 232007","5.1","South Africa","5.1 - Improve maternal health","1980",NA
"6842",232007,"5.1 - South Africa - 232007","5.1","South Africa","5.1 - Improve maternal health","1981",NA
"7564",232007,"5.1 - South Africa - 232007","5.1","South Africa","5.1 - Improve maternal health","1982",NA
"8286",232007,"5.1 - South Africa - 232007","5.1","South Africa","5.1 - Improve maternal health","1983",NA
"9008",232007,"5.1 - South Africa - 232007","5.1","South Africa","5.1 - Improve maternal health","1984",NA
"9730",232007,"5.1 - South Africa - 232007","5.1","South Africa","5.1 - Improve maternal health","1985",NA
"10452",232007,"5.1 - South Africa - 232007","5.1","South Africa","5.1 - Improve maternal health","1986",NA
"11174",232007,"5.1 - South Africa - 232007","5.1","South Africa","5.1 - Improve maternal health","1987",NA
"11896",232007,"5.1 - South Africa - 232007","5.1","South Africa","5.1 - Improve maternal health","1988",NA
"12618",232007,"5.1 - South Africa - 232007","5.1","South Africa","5.1 - Improve maternal health","1989",NA
"13340",232007,"5.1 - South Africa - 232007","5.1","South Africa","5.1 - Improve maternal health","1990",NA
"14062",232007,"5.1 - South Africa - 232007","5.1","South Africa","5.1 - Improve maternal health","1991",NA
"14784",232007,"5.1 - South Africa - 232007","5.1","South Africa","5.1 - Improve maternal health","1992",NA
"15506",232007,"5.1 - South Africa - 232007","5.1","South Africa","5.1 - Improve maternal health","1993",NA
"16228",232007,"5.1 - South Africa - 232007","5.1","South Africa","5.1 - Improve maternal health","1994",NA
"16950",232007,"5.1 - South Africa - 232007","5.1","South Africa","5.1 - Improve maternal health","1995",NA
"17672",232007,"5.1 - South Africa - 232007","5.1","South Africa","5.1 - Improve maternal health","1996",NA
"18394",232007,"5.1 - South Africa - 232007","5.1","South Africa","5.1 - Improve maternal health","1997",NA
"19116",232007,"5.1 - South Africa - 232007","5.1","South Africa","5.1 - Improve maternal health","1998",0.0015
"19838",232007,"5.1 - South Africa - 232007","5.1","South Africa","5.1 - Improve maternal health","1999",NA
"20560",232007,"5.1 - South Africa - 232007","5.1","South Africa","5.1 - Improve maternal health","2000",NA
"21282",232007,"5.1 - South Africa - 232007","5.1","South Africa","5.1 - Improve maternal health","2001",NA
"22004",232007,"5.1 - South Africa - 232007","5.1","South Africa","5.1 - Improve maternal health","2002",NA
"22726",232007,"5.1 - South Africa - 232007","5.1","South Africa","5.1 - Improve maternal health","2003",0.001655
"23448",232007,"5.1 - South Africa - 232007","5.1","South Africa","5.1 - Improve maternal health","2004",NA
"24170",232007,"5.1 - South Africa - 232007","5.1","South Africa","5.1 - Improve maternal health","2005",0.004
"24892",232007,"5.1 - South Africa - 232007","5.1","South Africa","5.1 - Improve maternal health","2006",NA
"25614",232007,"5.1 - South Africa - 232007","5.1","South Africa","5.1 - Improve maternal health","2007",NA
"339",233344,"5.1 - South Sudan - 233344","5.1","South Sudan","5.1 - Improve maternal health","1972",NA
"1061",233344,"5.1 - South Sudan - 233344","5.1","South Sudan","5.1 - Improve maternal health","1973",NA
"1783",233344,"5.1 - South Sudan - 233344","5.1","South Sudan","5.1 - Improve maternal health","1974",NA
"2505",233344,"5.1 - South Sudan - 233344","5.1","South Sudan","5.1 - Improve maternal health","1975",NA
"3227",233344,"5.1 - South Sudan - 233344","5.1","South Sudan","5.1 - Improve maternal health","1976",NA
"3949",233344,"5.1 - South Sudan - 233344","5.1","South Sudan","5.1 - Improve maternal health","1977",NA
"4671",233344,"5.1 - South Sudan - 233344","5.1","South Sudan","5.1 - Improve maternal health","1978",NA
"5393",233344,"5.1 - South Sudan - 233344","5.1","South Sudan","5.1 - Improve maternal health","1979",NA
"6115",233344,"5.1 - South Sudan - 233344","5.1","South Sudan","5.1 - Improve maternal health","1980",NA
"6837",233344,"5.1 - South Sudan - 233344","5.1","South Sudan","5.1 - Improve maternal health","1981",NA
"7559",233344,"5.1 - South Sudan - 233344","5.1","South Sudan","5.1 - Improve maternal health","1982",NA
"8281",233344,"5.1 - South Sudan - 233344","5.1","South Sudan","5.1 - Improve maternal health","1983",NA
"9003",233344,"5.1 - South Sudan - 233344","5.1","South Sudan","5.1 - Improve maternal health","1984",NA
"9725",233344,"5.1 - South Sudan - 233344","5.1","South Sudan","5.1 - Improve maternal health","1985",NA
"10447",233344,"5.1 - South Sudan - 233344","5.1","South Sudan","5.1 - Improve maternal health","1986",NA
"11169",233344,"5.1 - South Sudan - 233344","5.1","South Sudan","5.1 - Improve maternal health","1987",NA
"11891",233344,"5.1 - South Sudan - 233344","5.1","South Sudan","5.1 - Improve maternal health","1988",NA
"12613",233344,"5.1 - South Sudan - 233344","5.1","South Sudan","5.1 - Improve maternal health","1989",NA
"13335",233344,"5.1 - South Sudan - 233344","5.1","South Sudan","5.1 - Improve maternal health","1990",NA
"14057",233344,"5.1 - South Sudan - 233344","5.1","South Sudan","5.1 - Improve maternal health","1991",NA
"14779",233344,"5.1 - South Sudan - 233344","5.1","South Sudan","5.1 - Improve maternal health","1992",NA
"15501",233344,"5.1 - South Sudan - 233344","5.1","South Sudan","5.1 - Improve maternal health","1993",NA
"16223",233344,"5.1 - South Sudan - 233344","5.1","South Sudan","5.1 - Improve maternal health","1994",NA
"16945",233344,"5.1 - South Sudan - 233344","5.1","South Sudan","5.1 - Improve maternal health","1995",NA
"17667",233344,"5.1 - South Sudan - 233344","5.1","South Sudan","5.1 - Improve maternal health","1996",NA
"18389",233344,"5.1 - South Sudan - 233344","5.1","South Sudan","5.1 - Improve maternal health","1997",NA
"19111",233344,"5.1 - South Sudan - 233344","5.1","South Sudan","5.1 - Improve maternal health","1998",NA
"19833",233344,"5.1 - South Sudan - 233344","5.1","South Sudan","5.1 - Improve maternal health","1999",NA
"20555",233344,"5.1 - South Sudan - 233344","5.1","South Sudan","5.1 - Improve maternal health","2000",NA
"21277",233344,"5.1 - South Sudan - 233344","5.1","South Sudan","5.1 - Improve maternal health","2001",NA
"21999",233344,"5.1 - South Sudan - 233344","5.1","South Sudan","5.1 - Improve maternal health","2002",NA
"22721",233344,"5.1 - South Sudan - 233344","5.1","South Sudan","5.1 - Improve maternal health","2003",NA
"23443",233344,"5.1 - South Sudan - 233344","5.1","South Sudan","5.1 - Improve maternal health","2004",NA
"24165",233344,"5.1 - South Sudan - 233344","5.1","South Sudan","5.1 - Improve maternal health","2005",NA
"24887",233344,"5.1 - South Sudan - 233344","5.1","South Sudan","5.1 - Improve maternal health","2006",0.021
"25609",233344,"5.1 - South Sudan - 233344","5.1","South Sudan","5.1 - Improve maternal health","2007",NA
"345",234681,"5.1 - Spain - 234681","5.1","Spain","5.1 - Improve maternal health","1972",NA
"1067",234681,"5.1 - Spain - 234681","5.1","Spain","5.1 - Improve maternal health","1973",NA
"1789",234681,"5.1 - Spain - 234681","5.1","Spain","5.1 - Improve maternal health","1974",NA
"2511",234681,"5.1 - Spain - 234681","5.1","Spain","5.1 - Improve maternal health","1975",NA
"3233",234681,"5.1 - Spain - 234681","5.1","Spain","5.1 - Improve maternal health","1976",NA
"3955",234681,"5.1 - Spain - 234681","5.1","Spain","5.1 - Improve maternal health","1977",NA
"4677",234681,"5.1 - Spain - 234681","5.1","Spain","5.1 - Improve maternal health","1978",NA
"5399",234681,"5.1 - Spain - 234681","5.1","Spain","5.1 - Improve maternal health","1979",NA
"6121",234681,"5.1 - Spain - 234681","5.1","Spain","5.1 - Improve maternal health","1980",NA
"6843",234681,"5.1 - Spain - 234681","5.1","Spain","5.1 - Improve maternal health","1981",NA
"7565",234681,"5.1 - Spain - 234681","5.1","Spain","5.1 - Improve maternal health","1982",NA
"8287",234681,"5.1 - Spain - 234681","5.1","Spain","5.1 - Improve maternal health","1983",NA
"9009",234681,"5.1 - Spain - 234681","5.1","Spain","5.1 - Improve maternal health","1984",NA
"9731",234681,"5.1 - Spain - 234681","5.1","Spain","5.1 - Improve maternal health","1985",NA
"10453",234681,"5.1 - Spain - 234681","5.1","Spain","5.1 - Improve maternal health","1986",NA
"11175",234681,"5.1 - Spain - 234681","5.1","Spain","5.1 - Improve maternal health","1987",NA
"11897",234681,"5.1 - Spain - 234681","5.1","Spain","5.1 - Improve maternal health","1988",NA
"12619",234681,"5.1 - Spain - 234681","5.1","Spain","5.1 - Improve maternal health","1989",NA
"13341",234681,"5.1 - Spain - 234681","5.1","Spain","5.1 - Improve maternal health","1990",NA
"14063",234681,"5.1 - Spain - 234681","5.1","Spain","5.1 - Improve maternal health","1991",NA
"14785",234681,"5.1 - Spain - 234681","5.1","Spain","5.1 - Improve maternal health","1992",5.5e-05
"15507",234681,"5.1 - Spain - 234681","5.1","Spain","5.1 - Improve maternal health","1993",NA
"16229",234681,"5.1 - Spain - 234681","5.1","Spain","5.1 - Improve maternal health","1994",NA
"16951",234681,"5.1 - Spain - 234681","5.1","Spain","5.1 - Improve maternal health","1995",NA
"17673",234681,"5.1 - Spain - 234681","5.1","Spain","5.1 - Improve maternal health","1996",NA
"18395",234681,"5.1 - Spain - 234681","5.1","Spain","5.1 - Improve maternal health","1997",NA
"19117",234681,"5.1 - Spain - 234681","5.1","Spain","5.1 - Improve maternal health","1998",NA
"19839",234681,"5.1 - Spain - 234681","5.1","Spain","5.1 - Improve maternal health","1999",NA
"20561",234681,"5.1 - Spain - 234681","5.1","Spain","5.1 - Improve maternal health","2000",NA
"21283",234681,"5.1 - Spain - 234681","5.1","Spain","5.1 - Improve maternal health","2001",NA
"22005",234681,"5.1 - Spain - 234681","5.1","Spain","5.1 - Improve maternal health","2002",NA
"22727",234681,"5.1 - Spain - 234681","5.1","Spain","5.1 - Improve maternal health","2003",NA
"23449",234681,"5.1 - Spain - 234681","5.1","Spain","5.1 - Improve maternal health","2004",NA
"24171",234681,"5.1 - Spain - 234681","5.1","Spain","5.1 - Improve maternal health","2005",NA
"24893",234681,"5.1 - Spain - 234681","5.1","Spain","5.1 - Improve maternal health","2006",NA
"25615",234681,"5.1 - Spain - 234681","5.1","Spain","5.1 - Improve maternal health","2007",NA
"368",238692,"5.1 - St. Lucia - 238692","5.1","St. Lucia","5.1 - Improve maternal health","1972",NA
"1090",238692,"5.1 - St. Lucia - 238692","5.1","St. Lucia","5.1 - Improve maternal health","1973",NA
"1812",238692,"5.1 - St. Lucia - 238692","5.1","St. Lucia","5.1 - Improve maternal health","1974",NA
"2534",238692,"5.1 - St. Lucia - 238692","5.1","St. Lucia","5.1 - Improve maternal health","1975",NA
"3256",238692,"5.1 - St. Lucia - 238692","5.1","St. Lucia","5.1 - Improve maternal health","1976",NA
"3978",238692,"5.1 - St. Lucia - 238692","5.1","St. Lucia","5.1 - Improve maternal health","1977",NA
"4700",238692,"5.1 - St. Lucia - 238692","5.1","St. Lucia","5.1 - Improve maternal health","1978",NA
"5422",238692,"5.1 - St. Lucia - 238692","5.1","St. Lucia","5.1 - Improve maternal health","1979",NA
"6144",238692,"5.1 - St. Lucia - 238692","5.1","St. Lucia","5.1 - Improve maternal health","1980",NA
"6866",238692,"5.1 - St. Lucia - 238692","5.1","St. Lucia","5.1 - Improve maternal health","1981",NA
"7588",238692,"5.1 - St. Lucia - 238692","5.1","St. Lucia","5.1 - Improve maternal health","1982",NA
"8310",238692,"5.1 - St. Lucia - 238692","5.1","St. Lucia","5.1 - Improve maternal health","1983",NA
"9032",238692,"5.1 - St. Lucia - 238692","5.1","St. Lucia","5.1 - Improve maternal health","1984",NA
"9754",238692,"5.1 - St. Lucia - 238692","5.1","St. Lucia","5.1 - Improve maternal health","1985",NA
"10476",238692,"5.1 - St. Lucia - 238692","5.1","St. Lucia","5.1 - Improve maternal health","1986",NA
"11198",238692,"5.1 - St. Lucia - 238692","5.1","St. Lucia","5.1 - Improve maternal health","1987",NA
"11920",238692,"5.1 - St. Lucia - 238692","5.1","St. Lucia","5.1 - Improve maternal health","1988",NA
"12642",238692,"5.1 - St. Lucia - 238692","5.1","St. Lucia","5.1 - Improve maternal health","1989",NA
"13364",238692,"5.1 - St. Lucia - 238692","5.1","St. Lucia","5.1 - Improve maternal health","1990",NA
"14086",238692,"5.1 - St. Lucia - 238692","5.1","St. Lucia","5.1 - Improve maternal health","1991",NA
"14808",238692,"5.1 - St. Lucia - 238692","5.1","St. Lucia","5.1 - Improve maternal health","1992",NA
"15530",238692,"5.1 - St. Lucia - 238692","5.1","St. Lucia","5.1 - Improve maternal health","1993",NA
"16252",238692,"5.1 - St. Lucia - 238692","5.1","St. Lucia","5.1 - Improve maternal health","1994",NA
"16974",238692,"5.1 - St. Lucia - 238692","5.1","St. Lucia","5.1 - Improve maternal health","1995",NA
"17696",238692,"5.1 - St. Lucia - 238692","5.1","St. Lucia","5.1 - Improve maternal health","1996",NA
"18418",238692,"5.1 - St. Lucia - 238692","5.1","St. Lucia","5.1 - Improve maternal health","1997",NA
"19140",238692,"5.1 - St. Lucia - 238692","5.1","St. Lucia","5.1 - Improve maternal health","1998",NA
"19862",238692,"5.1 - St. Lucia - 238692","5.1","St. Lucia","5.1 - Improve maternal health","1999",NA
"20584",238692,"5.1 - St. Lucia - 238692","5.1","St. Lucia","5.1 - Improve maternal health","2000",NA
"21306",238692,"5.1 - St. Lucia - 238692","5.1","St. Lucia","5.1 - Improve maternal health","2001",0.00035
"22028",238692,"5.1 - St. Lucia - 238692","5.1","St. Lucia","5.1 - Improve maternal health","2002",NA
"22750",238692,"5.1 - St. Lucia - 238692","5.1","St. Lucia","5.1 - Improve maternal health","2003",NA
"23472",238692,"5.1 - St. Lucia - 238692","5.1","St. Lucia","5.1 - Improve maternal health","2004",NA
"24194",238692,"5.1 - St. Lucia - 238692","5.1","St. Lucia","5.1 - Improve maternal health","2005",0
"24916",238692,"5.1 - St. Lucia - 238692","5.1","St. Lucia","5.1 - Improve maternal health","2006",NA
"25638",238692,"5.1 - St. Lucia - 238692","5.1","St. Lucia","5.1 - Improve maternal health","2007",NA
"320",242703,"5.1 - Sudan - 242703","5.1","Sudan","5.1 - Improve maternal health","1972",NA
"1042",242703,"5.1 - Sudan - 242703","5.1","Sudan","5.1 - Improve maternal health","1973",NA
"1764",242703,"5.1 - Sudan - 242703","5.1","Sudan","5.1 - Improve maternal health","1974",NA
"2486",242703,"5.1 - Sudan - 242703","5.1","Sudan","5.1 - Improve maternal health","1975",NA
"3208",242703,"5.1 - Sudan - 242703","5.1","Sudan","5.1 - Improve maternal health","1976",NA
"3930",242703,"5.1 - Sudan - 242703","5.1","Sudan","5.1 - Improve maternal health","1977",NA
"4652",242703,"5.1 - Sudan - 242703","5.1","Sudan","5.1 - Improve maternal health","1978",NA
"5374",242703,"5.1 - Sudan - 242703","5.1","Sudan","5.1 - Improve maternal health","1979",NA
"6096",242703,"5.1 - Sudan - 242703","5.1","Sudan","5.1 - Improve maternal health","1980",NA
"6818",242703,"5.1 - Sudan - 242703","5.1","Sudan","5.1 - Improve maternal health","1981",NA
"7540",242703,"5.1 - Sudan - 242703","5.1","Sudan","5.1 - Improve maternal health","1982",NA
"8262",242703,"5.1 - Sudan - 242703","5.1","Sudan","5.1 - Improve maternal health","1983",NA
"8984",242703,"5.1 - Sudan - 242703","5.1","Sudan","5.1 - Improve maternal health","1984",NA
"9706",242703,"5.1 - Sudan - 242703","5.1","Sudan","5.1 - Improve maternal health","1985",NA
"10428",242703,"5.1 - Sudan - 242703","5.1","Sudan","5.1 - Improve maternal health","1986",NA
"11150",242703,"5.1 - Sudan - 242703","5.1","Sudan","5.1 - Improve maternal health","1987",NA
"11872",242703,"5.1 - Sudan - 242703","5.1","Sudan","5.1 - Improve maternal health","1988",NA
"12594",242703,"5.1 - Sudan - 242703","5.1","Sudan","5.1 - Improve maternal health","1989",0.00552
"13316",242703,"5.1 - Sudan - 242703","5.1","Sudan","5.1 - Improve maternal health","1990",NA
"14038",242703,"5.1 - Sudan - 242703","5.1","Sudan","5.1 - Improve maternal health","1991",NA
"14760",242703,"5.1 - Sudan - 242703","5.1","Sudan","5.1 - Improve maternal health","1992",NA
"15482",242703,"5.1 - Sudan - 242703","5.1","Sudan","5.1 - Improve maternal health","1993",NA
"16204",242703,"5.1 - Sudan - 242703","5.1","Sudan","5.1 - Improve maternal health","1994",NA
"16926",242703,"5.1 - Sudan - 242703","5.1","Sudan","5.1 - Improve maternal health","1995",NA
"17648",242703,"5.1 - Sudan - 242703","5.1","Sudan","5.1 - Improve maternal health","1996",NA
"18370",242703,"5.1 - Sudan - 242703","5.1","Sudan","5.1 - Improve maternal health","1997",NA
"19092",242703,"5.1 - Sudan - 242703","5.1","Sudan","5.1 - Improve maternal health","1998",NA
"19814",242703,"5.1 - Sudan - 242703","5.1","Sudan","5.1 - Improve maternal health","1999",NA
"20536",242703,"5.1 - Sudan - 242703","5.1","Sudan","5.1 - Improve maternal health","2000",NA
"21258",242703,"5.1 - Sudan - 242703","5.1","Sudan","5.1 - Improve maternal health","2001",NA
"21980",242703,"5.1 - Sudan - 242703","5.1","Sudan","5.1 - Improve maternal health","2002",NA
"22702",242703,"5.1 - Sudan - 242703","5.1","Sudan","5.1 - Improve maternal health","2003",NA
"23424",242703,"5.1 - Sudan - 242703","5.1","Sudan","5.1 - Improve maternal health","2004",NA
"24146",242703,"5.1 - Sudan - 242703","5.1","Sudan","5.1 - Improve maternal health","2005",NA
"24868",242703,"5.1 - Sudan - 242703","5.1","Sudan","5.1 - Improve maternal health","2006",0.00094
"25590",242703,"5.1 - Sudan - 242703","5.1","Sudan","5.1 - Improve maternal health","2007",NA
"314",245377,"5.1 - Swaziland - 245377","5.1","Swaziland","5.1 - Improve maternal health","1972",NA
"1036",245377,"5.1 - Swaziland - 245377","5.1","Swaziland","5.1 - Improve maternal health","1973",NA
"1758",245377,"5.1 - Swaziland - 245377","5.1","Swaziland","5.1 - Improve maternal health","1974",NA
"2480",245377,"5.1 - Swaziland - 245377","5.1","Swaziland","5.1 - Improve maternal health","1975",NA
"3202",245377,"5.1 - Swaziland - 245377","5.1","Swaziland","5.1 - Improve maternal health","1976",NA
"3924",245377,"5.1 - Swaziland - 245377","5.1","Swaziland","5.1 - Improve maternal health","1977",NA
"4646",245377,"5.1 - Swaziland - 245377","5.1","Swaziland","5.1 - Improve maternal health","1978",NA
"5368",245377,"5.1 - Swaziland - 245377","5.1","Swaziland","5.1 - Improve maternal health","1979",NA
"6090",245377,"5.1 - Swaziland - 245377","5.1","Swaziland","5.1 - Improve maternal health","1980",NA
"6812",245377,"5.1 - Swaziland - 245377","5.1","Swaziland","5.1 - Improve maternal health","1981",NA
"7534",245377,"5.1 - Swaziland - 245377","5.1","Swaziland","5.1 - Improve maternal health","1982",NA
"8256",245377,"5.1 - Swaziland - 245377","5.1","Swaziland","5.1 - Improve maternal health","1983",NA
"8978",245377,"5.1 - Swaziland - 245377","5.1","Swaziland","5.1 - Improve maternal health","1984",NA
"9700",245377,"5.1 - Swaziland - 245377","5.1","Swaziland","5.1 - Improve maternal health","1985",NA
"10422",245377,"5.1 - Swaziland - 245377","5.1","Swaziland","5.1 - Improve maternal health","1986",NA
"11144",245377,"5.1 - Swaziland - 245377","5.1","Swaziland","5.1 - Improve maternal health","1987",NA
"11866",245377,"5.1 - Swaziland - 245377","5.1","Swaziland","5.1 - Improve maternal health","1988",NA
"12588",245377,"5.1 - Swaziland - 245377","5.1","Swaziland","5.1 - Improve maternal health","1989",NA
"13310",245377,"5.1 - Swaziland - 245377","5.1","Swaziland","5.1 - Improve maternal health","1990",NA
"14032",245377,"5.1 - Swaziland - 245377","5.1","Swaziland","5.1 - Improve maternal health","1991",NA
"14754",245377,"5.1 - Swaziland - 245377","5.1","Swaziland","5.1 - Improve maternal health","1992",NA
"15476",245377,"5.1 - Swaziland - 245377","5.1","Swaziland","5.1 - Improve maternal health","1993",NA
"16198",245377,"5.1 - Swaziland - 245377","5.1","Swaziland","5.1 - Improve maternal health","1994",NA
"16920",245377,"5.1 - Swaziland - 245377","5.1","Swaziland","5.1 - Improve maternal health","1995",0.00229
"17642",245377,"5.1 - Swaziland - 245377","5.1","Swaziland","5.1 - Improve maternal health","1996",NA
"18364",245377,"5.1 - Swaziland - 245377","5.1","Swaziland","5.1 - Improve maternal health","1997",NA
"19086",245377,"5.1 - Swaziland - 245377","5.1","Swaziland","5.1 - Improve maternal health","1998",NA
"19808",245377,"5.1 - Swaziland - 245377","5.1","Swaziland","5.1 - Improve maternal health","1999",NA
"20530",245377,"5.1 - Swaziland - 245377","5.1","Swaziland","5.1 - Improve maternal health","2000",NA
"21252",245377,"5.1 - Swaziland - 245377","5.1","Swaziland","5.1 - Improve maternal health","2001",NA
"21974",245377,"5.1 - Swaziland - 245377","5.1","Swaziland","5.1 - Improve maternal health","2002",NA
"22696",245377,"5.1 - Swaziland - 245377","5.1","Swaziland","5.1 - Improve maternal health","2003",NA
"23418",245377,"5.1 - Swaziland - 245377","5.1","Swaziland","5.1 - Improve maternal health","2004",NA
"24140",245377,"5.1 - Swaziland - 245377","5.1","Swaziland","5.1 - Improve maternal health","2005",NA
"24862",245377,"5.1 - Swaziland - 245377","5.1","Swaziland","5.1 - Improve maternal health","2006",0.0059
"25584",245377,"5.1 - Swaziland - 245377","5.1","Swaziland","5.1 - Improve maternal health","2007",0.00589
"331",248051,"5.1 - Switzerland - 248051","5.1","Switzerland","5.1 - Improve maternal health","1972",NA
"1053",248051,"5.1 - Switzerland - 248051","5.1","Switzerland","5.1 - Improve maternal health","1973",NA
"1775",248051,"5.1 - Switzerland - 248051","5.1","Switzerland","5.1 - Improve maternal health","1974",NA
"2497",248051,"5.1 - Switzerland - 248051","5.1","Switzerland","5.1 - Improve maternal health","1975",NA
"3219",248051,"5.1 - Switzerland - 248051","5.1","Switzerland","5.1 - Improve maternal health","1976",NA
"3941",248051,"5.1 - Switzerland - 248051","5.1","Switzerland","5.1 - Improve maternal health","1977",NA
"4663",248051,"5.1 - Switzerland - 248051","5.1","Switzerland","5.1 - Improve maternal health","1978",NA
"5385",248051,"5.1 - Switzerland - 248051","5.1","Switzerland","5.1 - Improve maternal health","1979",NA
"6107",248051,"5.1 - Switzerland - 248051","5.1","Switzerland","5.1 - Improve maternal health","1980",NA
"6829",248051,"5.1 - Switzerland - 248051","5.1","Switzerland","5.1 - Improve maternal health","1981",NA
"7551",248051,"5.1 - Switzerland - 248051","5.1","Switzerland","5.1 - Improve maternal health","1982",NA
"8273",248051,"5.1 - Switzerland - 248051","5.1","Switzerland","5.1 - Improve maternal health","1983",NA
"8995",248051,"5.1 - Switzerland - 248051","5.1","Switzerland","5.1 - Improve maternal health","1984",NA
"9717",248051,"5.1 - Switzerland - 248051","5.1","Switzerland","5.1 - Improve maternal health","1985",NA
"10439",248051,"5.1 - Switzerland - 248051","5.1","Switzerland","5.1 - Improve maternal health","1986",NA
"11161",248051,"5.1 - Switzerland - 248051","5.1","Switzerland","5.1 - Improve maternal health","1987",NA
"11883",248051,"5.1 - Switzerland - 248051","5.1","Switzerland","5.1 - Improve maternal health","1988",NA
"12605",248051,"5.1 - Switzerland - 248051","5.1","Switzerland","5.1 - Improve maternal health","1989",NA
"13327",248051,"5.1 - Switzerland - 248051","5.1","Switzerland","5.1 - Improve maternal health","1990",NA
"14049",248051,"5.1 - Switzerland - 248051","5.1","Switzerland","5.1 - Improve maternal health","1991",NA
"14771",248051,"5.1 - Switzerland - 248051","5.1","Switzerland","5.1 - Improve maternal health","1992",NA
"15493",248051,"5.1 - Switzerland - 248051","5.1","Switzerland","5.1 - Improve maternal health","1993",NA
"16215",248051,"5.1 - Switzerland - 248051","5.1","Switzerland","5.1 - Improve maternal health","1994",5e-05
"16937",248051,"5.1 - Switzerland - 248051","5.1","Switzerland","5.1 - Improve maternal health","1995",NA
"17659",248051,"5.1 - Switzerland - 248051","5.1","Switzerland","5.1 - Improve maternal health","1996",NA
"18381",248051,"5.1 - Switzerland - 248051","5.1","Switzerland","5.1 - Improve maternal health","1997",NA
"19103",248051,"5.1 - Switzerland - 248051","5.1","Switzerland","5.1 - Improve maternal health","1998",NA
"19825",248051,"5.1 - Switzerland - 248051","5.1","Switzerland","5.1 - Improve maternal health","1999",NA
"20547",248051,"5.1 - Switzerland - 248051","5.1","Switzerland","5.1 - Improve maternal health","2000",NA
"21269",248051,"5.1 - Switzerland - 248051","5.1","Switzerland","5.1 - Improve maternal health","2001",NA
"21991",248051,"5.1 - Switzerland - 248051","5.1","Switzerland","5.1 - Improve maternal health","2002",NA
"22713",248051,"5.1 - Switzerland - 248051","5.1","Switzerland","5.1 - Improve maternal health","2003",NA
"23435",248051,"5.1 - Switzerland - 248051","5.1","Switzerland","5.1 - Improve maternal health","2004",NA
"24157",248051,"5.1 - Switzerland - 248051","5.1","Switzerland","5.1 - Improve maternal health","2005",NA
"24879",248051,"5.1 - Switzerland - 248051","5.1","Switzerland","5.1 - Improve maternal health","2006",NA
